filepath,architecture,model,direction,genre,source_file,text_length,sttr,ttr,mtld,hdd,mean_sent_len,sd_sent_len,sent_skew,sent_kurt,n_sents,sent_pos,sent_neu,sent_neg,sent_polarity,sent_volatility,pos_entropy,func_word_ratio,alpha_ratio,punct_ratio,digit_ratio
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_014_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_014.txt,3,0.725,0.6382,63.8191,0.2677,1.0,0.0,nan,nan,15,0.0,1.0,0.0,0.0,0,0.3649,0.0,0.881,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_015_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_015.txt,3,0.7333,0.6198,61.9835,0.2284,1.0,0.0,nan,nan,17,0.0,1.0,0.0,0.0,0,0.3622,0.0,0.8824,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_016_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_016.txt,3,0.5933,0.4872,48.7179,0.2646,1.0,0.0,nan,nan,16,0.0,1.0,0.0,0.0,0,0.4428,0.0,0.8614,0.0,0.0118
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_017_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_017.txt,3,0.6633,0.5708,57.0755,0.2697,1.0,0.0,nan,nan,16,0.0,1.0,0.0,0.0,0,0.3482,0.0,0.8892,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_018_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_018.txt,4,0.736,0.6274,62.7389,0.1761,1.0,0.0,nan,nan,19,0.0,1.0,0.0,0.0,0,0.366,0.0,0.8805,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_019_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_019.txt,4,0.7125,0.6373,63.7324,0.187,1.0,0.0,nan,nan,19,0.0,1.0,0.0,0.0,0,0.3569,0.0,0.885,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_literature_020_en2zh.txt,llm,deepseek-v4-flash,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_020.txt,4,0.724,0.6102,61.0224,0.178,1.0,0.0,nan,nan,21,0.0,1.0,0.0,0.0,0,0.3556,0.0,0.8856,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_001_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_001.txt,3,0.79,0.683,68.3019,0.203,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3419,0.0,0.9142,0.0084,0.0063
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_002_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_002.txt,4,0.765,0.6706,67.0635,0.2171,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.4007,0.0,0.8991,0.0043,0.0258
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_003_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_003.txt,4,0.815,0.7188,71.875,0.2011,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.4015,0.0,0.8927,0.0021,0.0193
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_004_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_004.txt,4,0.7725,0.6832,68.3206,0.2069,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.4602,0.0,0.8787,0.0064,0.0298
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_005_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_005.txt,4,0.7433,0.6598,65.9836,0.2257,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3332,0.0,0.9161,0.0044,0.0088
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_006_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_006.txt,4,0.7667,0.7089,70.8861,0.2187,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3756,0.0,0.8989,0.0,0.0184
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_007_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_007.txt,4,0.735,0.6417,64.1732,0.2198,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.3045,0.0,0.9165,0.0,0.0044
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_008_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_008.txt,4,0.7425,0.651,65.098,0.2185,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.2829,0.0,0.9251,0.0,0.0044
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_009_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_009.txt,4,0.77,0.6773,67.7291,0.2145,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.4634,0.0,0.8772,0.0044,0.0351
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_010_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_010.txt,4,0.8,0.7132,71.3208,0.1976,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.305,0.0,0.9201,0.0,0.0082
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_011_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_011.txt,4,0.7267,0.6627,66.2651,0.2184,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.4004,0.0,0.8915,0.0,0.0239
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_012_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_012.txt,4,0.7467,0.6695,66.9492,0.2321,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.3364,0.0,0.9132,0.0,0.016
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_013_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_013.txt,6,0.76,0.6135,61.3475,0.2077,1.1538,0.5329,3.1754,8.0833,13,0.0,1.0,0.0,0.0,0,0.3027,0.0,0.9205,0.0,0.0076
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_014_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_014.txt,4,0.775,0.6641,66.4062,0.2156,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.422,0.0,0.887,0.0,0.0341
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_015_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_015.txt,4,0.75,0.6523,65.2344,0.218,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3047,0.0,0.9207,0.0,0.0088
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_016_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_016.txt,5,0.7525,0.6393,63.9286,0.2009,1.0714,0.2575,3.3282,9.0769,14,0.0,1.0,0.0,0.0,0,0.3407,0.0,0.9123,0.0019,0.0117
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_017_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_017.txt,6,0.7675,0.6568,65.6827,0.2035,1.1333,0.3399,2.1573,2.6538,15,0.0,1.0,0.0,0.0,0,0.4565,0.0,0.8805,0.0039,0.0385
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_018_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_018.txt,4,0.775,0.6692,66.9231,0.2088,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.3062,0.0,0.9202,0.0,0.0089
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_019_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_019.txt,4,0.73,0.6434,64.3443,0.2299,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.2917,0.0,0.9146,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_020_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_020.txt,4,0.7225,0.6316,63.1579,0.1984,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3994,0.0,0.898,0.0157,0.0078
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_001_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_001.txt,1029,0.7853,0.5909,59.0865,0.0616,20.58,14.2241,1.0912,1.2395,50,0.072,0.843,0.085,-0.9586,0,0.6128,0.2857,0.7878,0.0304,0.0015
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_002_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_002.txt,662,0.7858,0.6012,60.1208,0.0949,14.7111,9.1691,0.6214,-0.3824,45,0.062,0.834,0.105,-0.9901,0,0.651,0.2689,0.777,0.033,0.0061
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_003_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_003.txt,884,0.7962,0.5588,55.8824,0.077,14.7333,11.195,2.4573,8.8982,60,0.102,0.814,0.084,0.95,0,0.6353,0.2443,0.7812,0.031,0.0043
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_004_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_004.txt,974,0.7417,0.5329,53.2854,0.0703,15.7097,7.4279,0.7629,0.3999,62,0.162,0.752,0.086,0.9985,0,0.6121,0.307,0.7813,0.0297,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_005_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_005.txt,797,0.7436,0.5433,54.3287,0.0854,17.7111,9.8265,1.412,1.8968,45,0.098,0.819,0.084,0.9623,0,0.6059,0.3011,0.7872,0.0279,0.0009
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_006_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_006.txt,930,0.7659,0.5688,56.8817,0.0718,22.1429,13.7279,1.8321,4.3511,42,0.138,0.776,0.086,0.9958,0,0.6257,0.2785,0.784,0.0294,0.0037
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_007_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_007.txt,954,0.75,0.5273,52.7254,0.0718,19.4694,17.8212,2.3223,5.2499,49,0.087,0.836,0.077,0.8563,0,0.6092,0.3197,0.788,0.032,0.0004
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_008_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_008.txt,927,0.7624,0.5922,59.2233,0.0672,12.875,8.0328,1.0296,1.9477,72,0.075,0.826,0.098,-0.9804,0,0.6334,0.2826,0.782,0.0327,0.0034
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_009_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_009.txt,913,0.7782,0.5904,59.0361,0.0694,15.4746,9.1566,1.0347,1.7523,59,0.118,0.818,0.063,0.9957,0,0.6254,0.2903,0.7856,0.0329,0.0026
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_010_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_010.txt,935,0.7729,0.5647,56.4706,0.0708,14.6094,9.9304,1.0063,0.412,64,0.114,0.795,0.091,0.9795,0,0.6287,0.2706,0.7813,0.0379,0.0004
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_011_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_011.txt,961,0.7511,0.5359,53.59,0.0723,13.7286,9.9913,1.4407,1.7486,70,0.079,0.838,0.083,-0.8296,0,0.6169,0.2914,0.7842,0.0309,0.0011
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_012_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_012.txt,980,0.7783,0.5388,53.8776,0.0717,15.8065,10.7701,1.9424,4.8404,62,0.104,0.78,0.116,-0.9673,0,0.598,0.2735,0.7902,0.029,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_013_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_013.txt,922,0.7765,0.5499,54.9892,0.0747,13.1714,9.8503,1.0866,0.5676,70,0.093,0.759,0.148,-0.9967,0,0.6407,0.2516,0.7769,0.0328,0.0033
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_014_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_014.txt,941,0.7853,0.5813,58.1296,0.0685,13.8382,7.9643,0.9374,1.0118,68,0.08,0.851,0.068,0.8812,0,0.6456,0.2901,0.7815,0.035,0.0054
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_015_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_015.txt,1036,0.7795,0.5782,57.8185,0.063,17.2667,10.6315,1.0025,0.0857,60,0.065,0.815,0.12,-0.9976,0,0.6373,0.2847,0.7768,0.0374,0.0009
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_016_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_016.txt,953,0.7733,0.5593,55.9286,0.0712,14.0147,8.385,1.2957,1.2588,68,0.096,0.797,0.107,0.4925,0,0.6223,0.2697,0.7813,0.0355,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_017_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_017.txt,973,0.7728,0.5786,57.8623,0.0671,16.2167,10.458,0.7937,0.2115,60,0.067,0.856,0.078,-0.9284,0,0.6363,0.2816,0.783,0.0387,0.0021
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_018_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_018.txt,969,0.7944,0.5562,55.6244,0.0698,14.4627,8.7934,1.4331,3.5894,67,0.093,0.796,0.111,-0.9825,0,0.6254,0.2601,0.7798,0.0333,0.0007
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_019_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_019.txt,800,0.778,0.5613,56.125,0.0846,15.6863,9.8687,1.741,4.1002,51,0.121,0.831,0.048,0.9968,0,0.634,0.2913,0.7823,0.033,0.0035
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_020_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_020.txt,734,0.7392,0.5518,55.1771,0.0918,22.2424,11.6698,1.3409,1.6061,33,0.1,0.819,0.081,0.9222,0,0.6135,0.2561,0.7829,0.0317,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_001_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_001.txt,246,0.72,0.5813,58.1301,0.2399,24.6,7.7356,-0.6868,-0.3247,10,0.137,0.863,0.0,0.9858,0,0.5448,0.2927,0.8312,0.0169,0.0096
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_002_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_002.txt,294,0.7925,0.6463,64.6259,0.1924,19.6,8.373,0.2681,-0.8826,15,0.139,0.861,0.0,0.9905,0,0.5706,0.2993,0.8221,0.0138,0.0167
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_003_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_003.txt,276,0.7825,0.6522,65.2174,0.2013,18.4,9.0465,0.7295,0.2829,15,0.14,0.847,0.012,0.9871,0,0.5093,0.2971,0.8394,0.0152,0.004
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_004_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_004.txt,322,0.718,0.5963,59.6273,0.1775,20.125,7.5322,0.2726,-0.2468,16,0.191,0.809,0.0,0.9954,0,0.5942,0.3416,0.8143,0.0192,0.016
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_005_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_005.txt,309,0.742,0.6117,61.165,0.1821,19.3125,9.238,1.4771,2.5954,16,0.115,0.853,0.032,0.9781,0,0.5222,0.3463,0.828,0.011,0.005
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_006_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_006.txt,270,0.725,0.6074,60.7407,0.219,18.0,6.2823,-0.2807,-1.1925,15,0.136,0.864,0.0,0.9858,0,0.5113,0.2852,0.8392,0.0149,0.0046
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_007_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_007.txt,279,0.785,0.6738,67.3835,0.1946,18.6,7.2277,0.037,-0.9381,15,0.21,0.77,0.02,0.9963,0,0.5505,0.3118,0.8294,0.0182,0.0096
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_008_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_008.txt,322,0.71,0.6149,61.4907,0.1754,20.125,8.565,0.3479,-0.6443,16,0.086,0.914,0.0,0.9786,0,0.5798,0.3106,0.8213,0.0256,0.01
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_009_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_009.txt,284,0.7775,0.6514,65.1408,0.1958,18.9333,6.4855,-0.4767,-0.8803,15,0.164,0.831,0.005,0.9919,0,0.5482,0.2993,0.8266,0.0167,0.0081
