filepath,architecture,model,direction,genre,source_file,source_text
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_003_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_003.txt,The central bank raised interest rates by 0.25 percent to curb inflation.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_004_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_004.txt,A new study reveals significant improvements in renewable energy efficiency.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_005_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_005.txt,International trade negotiations have entered their final stage in Geneva.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_006_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_006.txt,The World Health Organization declared the outbreak a global health emergency.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_007_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_007.txt,Technology stocks surged after the company reported strong quarterly earnings.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_008_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_008.txt,The prime minister will visit three countries next month to strengthen diplomatic ties.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_009_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_009.txt,Scientists have made a breakthrough in quantum computing research.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_010_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_010.txt,The unemployment rate fell to its lowest level in over a decade.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_011_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_011.txt,Several countries have pledged additional funding for climate adaptation.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_012_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_012.txt,The parliament passed a landmark bill on data privacy protection.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_013_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_013.txt,"A powerful earthquake struck the coastal region, causing widespread damage."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_014_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_014.txt,The airline announced plans to expand its fleet with fuel-efficient aircraft.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_015_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_015.txt,New regulations require companies to disclose their environmental impact.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_016_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_016.txt,The Olympic committee selected the host city for the 2036 Summer Games.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_017_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_017.txt,Researchers developed a new vaccine that shows promise against multiple virus strains.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_018_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_018.txt,The government introduced tax incentives to encourage small business growth.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_019_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_019.txt,Global food prices have stabilized after months of volatility.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/en_news_020_en2zh.txt,llm,deepseek-v4-flash,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_020.txt,The space agency successfully landed a rover on the distant planet.
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_001_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_001.txt,春风拂过湖面，泛起层层涟漪，柳枝轻摇，仿佛在诉说着古老的故事。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_002_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_002.txt,他站在桥上，望着远方的山峦，心中涌起无限的感慨。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_003_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_003.txt,夜色渐浓，繁星点点，寂静的街道上只有风吹过的声音。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_004_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_004.txt,那是一个秋天的午后，阳光透过树叶洒在地上，斑驳陆离。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_005_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_005.txt,她轻轻地推开门，房间里弥漫着淡淡的花香，一切都那么安静。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_006_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_006.txt,雨水顺着屋檐滴落，发出清脆的声响，像是大自然的乐章。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_007_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_007.txt,岁月如歌，转眼间已是白发苍苍，回首往事，恍如昨日。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_008_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_008.txt,小城的故事总是在不经意间发生，又在不经意间结束。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_009_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_009.txt,他翻开那本泛黄的日记，字里行间都是青春的记忆。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_010_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_010.txt,雪花纷纷扬扬地落下，整个世界都披上了银白色的外衣。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_011_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_011.txt,那条古老的巷子里，藏着无数人的童年与梦想。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_012_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_012.txt,海风带着咸味扑面而来，远处是水天一色的壮丽景象。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_013_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_013.txt,在这个喧嚣的城市里，每个人都在寻找属于自己的宁静。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_014_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_014.txt,晨曦微露，城市还未完全苏醒，这是一天中最安静的时刻。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_015_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_015.txt,她坐在窗前，手中的笔在纸上轻轻划过，写下心中的思绪。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_016_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_016.txt,银杏叶黄了，铺满了整条街道，金黄一片，美不胜收。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_017_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_017.txt,人生的旅途就像这漫长的夜路，有时明亮，有时昏暗。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_018_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_018.txt,月光洒在古老的城墙上，仿佛给这座千年古城披上了神秘的面纱。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_019_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_019.txt,那座山上的寺庙，钟声悠远，传递着千百年的信仰。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_literature_020_zh2en.txt,llm,deepseek-v4-flash,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_020.txt,在这个世界的某个角落，总有人在默默守护着爱与希望。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_001_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_001.txt,美国总统今日宣布了一项新的经济政策，旨在促进就业增长。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_002_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_002.txt,据报道，全球气候变化会议将于下周在巴黎举行。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_003_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_003.txt,股市昨日大幅上涨，投资者对经济前景持乐观态度。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_004_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_004.txt,联合国安理会通过了一项关于中东和平的新决议。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_005_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_005.txt,最新数据显示，中国第三季度GDP增长超出预期。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_006_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_006.txt,科学家发现了一种新的抗癌药物，临床试验效果显著。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_007_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_007.txt,欧盟领导人就贸易协定达成共识，协议将于明年生效。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_008_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_008.txt,日本首相表示将加强与中国的外交关系。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_009_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_009.txt,科技巨头发布了新一代人工智能芯片，性能提升三倍。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_010_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_010.txt,教育部宣布将增加对农村学校的教育投入。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_011_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_011.txt,国际货币基金组织上调了全球经济增长预测。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_012_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_012.txt,新冠疫苗的普及率在全球范围内持续提高。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_013_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_013.txt,非洲联盟呼吁发达国家提供更多的气候援助。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_014_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_014.txt,俄罗斯与乌克兰的和平谈判取得了初步进展。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_015_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_015.txt,世界卫生组织警告称，抗生素耐药性已成为全球威胁。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_016_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_016.txt,巴西政府计划大规模投资可再生能源项目。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_017_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_017.txt,特斯拉宣布将在上海建立新的超级工厂。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_018_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_018.txt,印度成功发射了一颗通信卫星，进入预定轨道。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_019_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_019.txt,英国女王在圣诞致辞中强调了团结的重要性。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-flash/zh_news_020_zh2en.txt,llm,deepseek-v4-flash,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_020.txt,加拿大政府将提高移民配额，以应对劳动力短缺。
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_001_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_001.txt,"The old man sat by the window, watching the rain paint patterns on the glass."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_002_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_002.txt,"She walked through the empty streets at dawn, when the city still belonged to dreams."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_003_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_003.txt,"The autumn leaves danced in the wind, a silent ballet of red and gold."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_004_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_004.txt,"He remembered the summer of their youth, when every day felt like an eternity."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_005_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_005.txt,"The lighthouse stood alone against the storm, its beam cutting through the darkness."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_006_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_006.txt,"In the quiet of the library, she found a world more real than the one outside."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_007_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_007.txt,"The river flowed gently beneath the ancient bridge, carrying stories of centuries past."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_008_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_008.txt,"A single candle flickered in the window, a beacon for a wandering soul."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_009_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_009.txt,"The garden in spring was a symphony of colors, each flower a different note."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_010_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_010.txt,"He wrote the letter by moonlight, each word a confession of things left unsaid."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_011_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_011.txt,"The mountain path wound through mist and memory, each step heavier than the last."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_012_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_012.txt,"She collected seashells along the shore, each one a tiny fragment of infinity."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_013_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_013.txt,"The cathedral bells rang out across the valley, marking the passage of another hour."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_014_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_014.txt,"He traced the outlines of the constellation, connecting stars like dots of fate."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_015_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_015.txt,"The train whistle echoed through the night, a lonely sound that spoke of departures."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_016_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_016.txt,"In the crowded market, a thousand stories unfolded simultaneously in silence."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_017_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_017.txt,"The desert stretched endlessly before them, a canvas of sand and sky."
/home/xieguiawu/Desktop/ML/Teddy/translations/deepseek-v4-pro/en_literature_018_en2zh.txt,llm,deepseek-v4-pro,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_018.txt,She found the old photograph tucked between the pages of a forgotten book.
